,1,2,3,4,5
64,-0.03673053351538899,-0.06609297352089746,-0.10147367676836665,-0.14345195123613327,-0.18593561559470298
128,-0.012211947823953578,-0.018802781101615627,-0.021808146291404984,-0.03233427335084025,-0.05422317979704636
256,-0.009118569416425209,-0.0036985698626762855,0.004937142688427091,0.004939795001203438,-0.001029623148031782
512,-0.012580321001367592,0.0015447983368614884,0.016135434464595973,0.02165271279947727,0.02207507635990811
1024,-0.01234735413243446,0.008764549248194657,0.02240092208124369,0.028011311561702036,0.02946381423966692
2048,-0.011496396671999656,0.01162908879105277,0.025762614737708925,0.030844618825861536,0.03243315580679534
4096,-0.014376835850191031,0.010713578732804967,0.025404375152596616,0.031182099016431854,0.032852808440122346
8192,-0.013972117988599566,0.010894324807913839,0.025981949686907695,0.03210550509948976,0.03377893606601411
