,1,2,3,4,5
64,-0.15220851781572847,-0.20703671035102392,-0.30894819466248047,-0.3181818181818181,-0.41287986803767035
128,-0.04668217535153013,-0.1262107474568775,-0.11822014322014321,-0.06447801067431588,-0.08791293913482828
256,-0.08111658456486037,-0.040992782419852825,-0.009556324669978494,0.038817974260711846,0.038094387965510956
512,-0.04830378333100638,-0.016776682508948093,0.05227933616091496,0.09114820061552473,0.09115027593324404
1024,-0.04179037336932068,-0.004795791831050195,0.06259319017255521,0.11623911492542488,0.1108360143731314
2048,-0.04179037336932068,0.0042476799421392875,0.07218726163234171,0.12099472990777332,0.12058794307588905
4096,-0.04179037336932068,0.018824977463421377,0.061575363283143086,0.1229782660262112,0.12315656565656558
8192,-0.030196269284844424,0.023062300295412175,0.09104115458513345,0.12315656565656558,0.12337794490830989
