MNXM163157	2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA	M_CE4830_c;M_CE4830_r	C45H68N7O17P3S		-4	bigg:CE4830;bigg:M_CE4830;hmdb:HMDB60224
MNXM163164	20-OH-10,11-dihydro-leukotriene B4	M_CE4989_c;M_CE4989_r	C20H33O5		-1	bigg:CE4989;bigg:M_CE4989
MNXM163170	3'-carboxy-alpha-chromanol	M_CE1925_e;M_CE1925_l;M_CE1925_r	C16H21O4		-1	bigg:CE1925;bigg:M_CE1925;hmdb:HMDB62349
MNXM163172	3(S)-hydroxy-11-cis-eicosenoyl-CoA	M_CE5148_c;M_CE5148_r	C41H68N7O18P3S		-4	bigg:CE5148;bigg:M_CE5148
MNXM163173	3(S)-hydroxy-13cis-docosenoyl-CoA	M_CE5153_c;M_CE5153_r	C43H72N7O18P3S		-4	bigg:CE5153;bigg:M_CE5153;hmdb:HMDB62200
MNXM163174	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA	M_CE5157_c;M_CE5157_r	C45H76N7O18P3S		-4	bigg:CE5157;bigg:M_CE5157
MNXM163175	3(S)-hydroxy-cis-9-octadecenoyl-CoA	M_CE5161_c;M_CE5161_r	C39H64N7O18P3S		-4	bigg:CE5161;bigg:M_CE5161
MNXM163183	3-hydroxyhexadecanoylcoa	M_3hexdcoa_c;M_3hexdcoa_m	C37H62N7O18P3S		-4	bigg:3hexdcoa;bigg:M_3hexdcoa
MNXM163184	3-hydroxykynurenine-O-beta-D-glucoside	M_CE2095_c;M_CE2095_m	C16H22N2O9		0	bigg:CE2095;bigg:M_CE2095
MNXM163188	3-oxo-11-cis-eicosenoyl-CoA	M_CE5144_c;M_CE5144_r	C41H66N7O18P3S		-4	bigg:CE5144;bigg:M_CE5144
MNXM163189	3-oxo-13cis-docosenoyl-CoA	M_CE5152_c;M_CE5152_r	C43H70N7O18P3S		-4	bigg:CE5152;bigg:M_CE5152
MNXM163190	3-oxo-cis-15-tetracosaenoyl-CoA	M_CE5156_c;M_CE5156_r	C45H74N7O18P3S		-4	bigg:CE5156;bigg:M_CE5156
MNXM163191	3-oxo-cis-9-octadecenoyl-CoA	M_CE5160_c;M_CE5160_r	C39H62N7O18P3S		-4	bigg:CE5160;bigg:M_CE5160
MNXM163194	3beta-hydroxy-5-cholestenal	M_CE1298_c;M_CE1298_m	C27H44O2		0	bigg:CE1298;bigg:M_CE1298;hmdb:HMDB60131
MNXM163195	3beta-hydroxy-5-cholestene-27-oate	M_CE1292_c;M_CE1292_m	C27H43O3		-1	bigg:CE1292;bigg:M_CE1292
MNXM163202	4-oxo-9-cis-retinoate	M_CE5653_c;M_CE5653_r	C20H25O3		-1	bigg:CE5653;bigg:M_CE5653
MNXM163206	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	M_CE5970_m;M_CE5970_x	C41H62N7O19P3S		-4	bigg:CE5970;bigg:M_CE5970
MNXM163212	5-hydroperoxy-EPA	M_CE6508_c;M_CE6508_n	C20H29O4		-1	bigg:CE6508;bigg:M_CE6508
MNXM163214	5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	M_CE5347_m;M_CE5347_x	C41H60N7O19P3S		-4	bigg:CE5347;bigg:M_CE5347
MNXM163215	5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA	M_CE5341_m;M_CE5341_x	C41H60N7O19P3S		-4	bigg:CE5341;bigg:M_CE5341
MNXM163219	6htststerone	M_6htststerone_c;M_6htststerone_e;M_6htststerone_r	C19H28O3		0	bigg:6htststerone;bigg:M_6htststerone
MNXM163268	Acyl-dihydroxyacetone phosphate	M_adhap_cho_c;M_adhap_cho_x	C3H4O6PRCO		-2	bigg:M_adhap_cho;bigg:adhap_cho
MNXM163269	Adipoyl-CoA; 5-Carboxypentanoyl-CoA	M_adpcoa_c;M_adpcoa_x	C27H39N7O19P3S		-5	bigg:M_adpcoa;bigg:adpcoa
MNXM163272	Alpha GalNAc globoside	M_acgagbside_cho_c;M_acgagbside_cho_g;M_acgagbside_cho_l	C52H92N3O27RCO		0	bigg:M_acgagbside_cho;bigg:acgagbside_cho
MNXM163273	alpha-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(11')-N-acyl-sphing-4-enine	M_galfucgalacglcgal14acglcgalgluside_cho_c;M_galfucgalacglcgal14acglcgalgluside_cho_e;M_galfucgalacglcgal14acglcgalgluside_cho_g	C71H122N3O42R		0	chebi:90154;bigg:M_galfucgalacglcgal14acglcgalgluside_cho;bigg:galfucgalacglcgal14acglcgalgluside_cho;seed:cpd21568
MNXM1633	3,4-dihydroxymandelaldehyde	M_34dhmald_c	C8H8O4	168.1467	0	chebi:1382;chebi:19883;chebi:27852;bigg:34dhmald;bigg:M_34dhmald;hmdb:HMDB04057;hmdb:HMDB06242;kegg:C05577;metacyc:DIHYDROXYPHENYLGLYCOLALDEHYDE;reactome:5279533;sabiork:26613;seed:cpd03307
MNXM163311	Beta-casomorphin	M_CE2915_c;M_CE2915_e	C44H60N7O11		-1	bigg:CE2915;bigg:M_CE2915;sabiork:28687
MNXM163321	Beta-glucans	M_bglc_e	C1200000H2200000O1100000		0	bigg:M_bglc;bigg:bglc
MNXM163329	C10:1 fatty acyl-coa	M_c101_4Zcoa_m;M_c101_4Zcoa_x	C31H48N7O17P3S		-4	bigg:M_c101_4Zcoa;bigg:c101_4Zcoa
MNXM163330	C10:2 fatty acyl-coa, derived from C18:3	M_c102_4Z_7Zcoa_m;M_c102_4Z_7Zcoa_x	C31H46N7O17P3S		-4	bigg:M_c102_4Z_7Zcoa;bigg:c102_4Z_7Zcoa
MNXM163331	C12:2 fatty acyl-coa, derived from C18:3	M_c122_3Z_6Zcoa_m;M_c122_3Z_6Zcoa_x	C33H50N7O17P3S		-4	bigg:M_c122_3Z_6Zcoa;bigg:c122_3Z_6Zcoa
MNXM163332	C12:3 fatty acyl-coa, derived from C18:3	M_c123_3Z_6Z_9Zcoa_m;M_c123_3Z_6Z_9Zcoa_x	C33H48N7O17P3S		-4	bigg:M_c123_3Z_6Z_9Zcoa;bigg:c123_3Z_6Z_9Zcoa
MNXM163333	C16:2 fatty acyl-coa, derived from C18:2	M_c162_7E_10Ecoa_m;M_c162_7Z_10Zcoa_m	C37H58N7O17P3S		-4	bigg:M_c162_7E_10Ecoa;bigg:M_c162_7Z_10Zcoa;bigg:c162_7E_10Ecoa;bigg:c162_7Z_10Zcoa
MNXM163334	C18:4 fatty acyl-coa	M_c184_3Z_6Z_9Z_12Zcoa_m;M_c184_3Z_6Z_9Z_12Zcoa_x	C39H58N7O17P3S		-4	bigg:M_c184_3Z_6Z_9Z_12Zcoa;bigg:c184_3Z_6Z_9Z_12Zcoa
MNXM163335	C18:5 fatty acyl-coa, derived from C20:5	M_c185_3Z_6Z_9Z_12Z_15Zcoa_m;M_c185_3Z_6Z_9Z_12Z_15Zcoa_x	C39H56N7O17P3S		-4	bigg:M_c185_3Z_6Z_9Z_12Z_15Zcoa;bigg:c185_3Z_6Z_9Z_12Z_15Zcoa
MNXM163336	C8:1fatty acyl-carnitine, derived from C18:3	M_c81_5Zcrn_c;M_c81_5Zcrn_m;M_c81_5Zcrn_x	C15H27NO4		-4	bigg:M_c81_5Zcrn;bigg:c81_5Zcrn
MNXM163357	Disialyl galactosylgloboside	M_acnacngalgbside_cho_c;M_acnacngalgbside_cho_e;M_acnacngalgbside_cho_g	C72H121N4O43RCO		-2	bigg:M_acnacngalgbside_cho;bigg:acnacngalgbside_cho
MNXM163363	Dopaminochrome	M_CE4888_c;M_CE4888_x	C8H7NO2		0	bigg:CE4888;bigg:M_CE4888
MNXM163387	Fn3m2masn	M_fn3m2masn_g	X		0	bigg:M_fn3m2masn;bigg:fn3m2masn
MNXM163388	Fn3rm2masn	M_fn3rm2masn_g	X		0	bigg:M_fn3rm2masn;bigg:fn3rm2masn
MNXM163389	Fn4m2masn	M_fn4m2masn_g	X		0	bigg:M_fn4m2masn;bigg:fn4m2masn
MNXM163390	Fucosyl galactosylgloboside	M_fucgalgbside_cho_c;M_fucgalgbside_cho_e;M_fucgalgbside_cho_g	C56H99N2O31RCO		0	bigg:M_fucgalgbside_cho;bigg:fucgalgbside_cho
MNXM163391	Gal-GlcNAc-Gal globoside	M_galacglcgalgbside_cho_c;M_galacglcgalgbside_cho_e;M_galacglcgalgbside_cho_g	C64H112N3O37RCO		0	bigg:M_galacglcgalgbside_cho;bigg:galacglcgalgbside_cho
MNXM163392	Gama-carboxyethyl-hydroxychroman	M_CE1926_e;M_CE1926_l;M_CE1926_r	C15H19O4		-1	bigg:CE1926;bigg:M_CE1926
MNXM163393	Gama-CEHC-glucuronide	M_CE5854_e;M_CE5854_l;M_CE5854_r	C21H27O10		-1	bigg:CE5854;bigg:M_CE5854
MNXM163394	GD1beta	M_gd1b2_cho_c;M_gd1b2_cho_e;M_gd1b2_cho_g	C66H111N4O38RCO		-2	bigg:M_gd1b2_cho;bigg:gd1b2_cho;kegg:G00132
MNXM163402	GT2	M_gt2_cho_g				bigg:M_gt2_cho;bigg:gt2_cho;deprecated:MNXM55700;deprecated:MNXM9290;kegg:G00119;lipidmaps:LMSP0601AO00;seed:cpd21587
MNXM163403	GT3	M_gt3_cho_c;M_gt3_cho_g				bigg:M_gt3_cho;bigg:gt3_cho;deprecated:MNXM55701;lipidmaps:LMSP0601AL00;seed:cpd21586
MNXM163404	Gums	M_gum_e	C2760000H5060000O2530000		0	bigg:M_gum;bigg:gum
MNXM163405	Hepoxilin A3-C	M_CE6250_c;M_CE6250_m;M_CE6250_r;M_CE6250_x	C30H47N3O10S		-2	bigg:CE6250;bigg:M_CE6250
MNXM163420	Leb glycolipid	M_fucfucgalacglcgalgluside_cho_c;M_fucfucgalacglcgalgluside_cho_e;M_fucfucgalacglcgalgluside_cho_g	C56H99N2O30RCO		0	bigg:M_fucfucgalacglcgalgluside_cho;bigg:fucfucgalacglcgalgluside_cho
MNXM163421	Leukotriene A5	M_CE7079_c	C20H27O3		-1	bigg:CE7079;bigg:M_CE7079
MNXM163443	N,N-dimethyldopaminequinone	M_CE6316_c;M_CE6316_g;M_CE6316_l	C10H14NO2		1	bigg:CE6316;bigg:M_CE6316
MNXM163469	N-acetyl-L-asparagine	M_CE1556_c;M_CE1556_m	C6H9N2O4		-1	bigg:CE1556;bigg:M_CE1556;sabiork:26823
MNXM163472	N-acetylneuraminosyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminosyl)-D-galactosyl-D-glucosylceramide dianion	M_gd1a_cho_g	C66H111N4O38RCO		-2	bigg:M_gd1a_cho;bigg:gd1a_cho
MNXM163518	N3rm2masn	M_n3rm2masn_g	X		0	bigg:M_n3rm2masn;bigg:n3rm2masn
MNXM163520	NADH-redox-potential	M_HC02112_c;M_HC02112_m;M_HC02112_r;M_HC02112_x	X		0	bigg:HC02112;bigg:M_HC02112
MNXM163521	NADPH-redox-potential	M_HC02113_c;M_HC02113_m;M_HC02113_r;M_HC02113_x	X		0	bigg:HC02113;bigg:M_HC02113
MNXM163549	Pectins	M_pect_e	C2535H3509O2535		-1	bigg:M_pect;bigg:pect
MNXM163561	Propinol adenylate	M_HC01668_c;M_HC01668_m				bigg:HC01668;bigg:M_HC01668;hmdb:HMDB06806;seed:cpd29819
MNXM163567	Psyllium	M_psyl_e	C9642006H15428700O8667414		0	bigg:M_psyl;bigg:psyl
MNXM163574	Seahcys	M_seahcys_c;M_seahcys_n	C14H20N6O5Se		0	bigg:M_seahcys;bigg:seahcys
MNXM163575	Sebacicacid	M_sebacid_c;M_sebacid_x	C10H16O4		-2	bigg:M_sebacid;bigg:sebacid
MNXM163578	Sialyl (1,3) sialyl (2,6) galactosylgloboside	M_acn13acngalgbside_cho_c;M_acn13acngalgbside_cho_e;M_acn13acngalgbside_cho_g	C72H121N4O43RCO		-2	bigg:M_acn13acngalgbside_cho;bigg:acn13acngalgbside_cho
MNXM163579	Sialyl (2,3) sialyl (2,6) galactosylgloboside	M_acn23acngalgbside_cho_c;M_acn23acngalgbside_cho_e;M_acn23acngalgbside_cho_g	C72H121N4O43RCO		-2	bigg:M_acn23acngalgbside_cho;bigg:acn23acngalgbside_cho
MNXM163580	Sialyl galactosylgloboside	M_acngalgbside_cho_g	C61H105N3O35RCO		-1	bigg:M_acngalgbside_cho;bigg:acngalgbside_cho
MNXM163582	Suberyl-CoA; octadioyl-CoA	M_sbcoa_c;M_sbcoa_x	C29H43N7O19P3S		-5	bigg:M_sbcoa;bigg:sbcoa
MNXM163584	Sulfatide galactocerebroside	M_sgalside_cho_c;M_sgalside_cho_g;M_sgalside_cho_l	C24H45NO10SRCO		-1	bigg:M_sgalside_cho;bigg:sgalside_cho
MNXM163588	Trans,cis-2,11-eicosadienoyl-CoA	M_CE5150_c;M_CE5150_r	C41H66N7O17P3S		-4	bigg:CE5150;bigg:M_CE5150
MNXM163589	Trans,cis-2,13-docosadienoyl-CoA	M_CE5154_c;M_CE5154_r	C43H70N7O17P3S		-4	bigg:CE5154;bigg:M_CE5154
MNXM163590	Trans,cis-2,15-tetracosadienoyl-CoA	M_CE5158_c;M_CE5158_r	C45H74N7O17P3S		-4	bigg:CE5158;bigg:M_CE5158
MNXM163591	Trans,cis-2,9-octadecadienoyl-CoA	M_CE5162_c;M_CE5162_r	C39H62N7O17P3S		-4	bigg:CE5162;bigg:M_CE5162
MNXM163600	Type IB glycolipid	M_galfucgalacglcgalgluside_cho_g				bigg:M_galfucgalacglcgalgluside_cho;bigg:M_galfucgalacglcgalgluside_hs;bigg:galfucgalacglcgalgluside_cho;bigg:galfucgalacglcgalgluside_hs;deprecated:MNXM92706;seed:cpd21531
MNXM163601	Type IH glycolipid	M_fucgalacglcgalgluside_cho_g	C50H89N2O26RCO		0	bigg:M_fucgalacglcgalgluside_cho;bigg:fucgalacglcgalgluside_cho
MNXM163605	Whhdca	M_whhdca_c;M_whhdca_e	C16H31O3		-1	bigg:M_whhdca;bigg:whhdca
MNXM163608	Xoltri25	M_xoltri25_c;M_xoltri25_e;M_xoltri25_r	C27H46O3		0	bigg:M_xoltri25;bigg:xoltri25
MNXM163609	{[PE-Man-],[PE-]Man},{PE-}Man-GlcN-acylPI	M_gpi_cho_r	C55H106N4O38P4RCO2R2CO2		0	bigg:M_gpi_cho;bigg:gpi_cho
MNXM163617	(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate	M_HC01162_c	C20H29N4O17P		-2	bigg:HC01162;bigg:M_HC01162
MNXM163626	(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)	M_memgacpail_cho_r	C45H84N2O27P2RCO2R2CO2		0	bigg:M_memgacpail_cho;bigg:memgacpail_cho
MNXM163632	1-alkyldihydroxyacetone phosphate	M_akdhap_cho_c;M_akdhap_cho_x	C3H4O6PRC2H4		-2	bigg:M_akdhap_cho;bigg:akdhap_cho
MNXM163636	10-hydroperoxy-H4-neuroprostane	M_CE6447_c	C22H31O6		-1	bigg:CE6447;bigg:M_CE6447;hmdb:HMDB62274
MNXM163637	11-hydroperoxy-H4-neuroprostane	M_CE6446_c	C22H31O6		-1	bigg:CE6446;bigg:M_CE6446;hmdb:HMDB62282
MNXM163638	11-octadecenoyl carnitine	M_ocdececrn_c;M_ocdececrn_m	C25H47NO4		0	bigg:M_ocdececrn;bigg:ocdececrn
MNXM163639	11-peroxy-docosahexaenoate	M_CE6423_c	C22H30O4		-1	bigg:CE6423;bigg:M_CE6423;hmdb:HMDB62285
MNXM163645	13-hydroperoxy-H4-neuroprostane	M_CE6449_c	C22H31O6		-1	bigg:CE6449;bigg:M_CE6449
MNXM163646	14-peroxy-docosahexaenoate	M_CE6429_c	C22H30O4		-1	bigg:CE6429;bigg:M_CE6429
MNXM163647	15-epi-lipoxin A5	M_CE7112_c;M_CE7112_r;M_CE7112_x	C20H29O5		-1	bigg:CE7112;bigg:M_CE7112
MNXM163648	17-hydroperoxy-H4-neuroprostane	M_CE6450_c	C22H31O6		-1	bigg:CE6450;bigg:M_CE6450
MNXM163661	20-hydroperoxy-H4-neuroprostane	M_CE6451_c	C22H31O6		-1	bigg:CE6451;bigg:M_CE6451
MNXM163668	3-hydroxybutyrylcarnitine	M_3bcrn_c;M_3bcrn_e	C11H21NO5	247.2881	0	chebi:72995;bigg:3bcrn;bigg:M_3bcrn;lipidmaps:LMFA07070037
MNXM163671	3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate	M_CE5307_c;M_CE5307_m;M_CE5307_x	C18H27O4		-1	bigg:CE5307;bigg:M_CE5307;hmdb:HMDB62357
MNXM163672	3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate	M_CE5319_c;M_CE5319_m;M_CE5319_x	C18H27O4		-1	bigg:CE5319;bigg:M_CE5319;hmdb:HMDB62359
MNXM163681	4-hydroperoxy-H4-neuroprostane	M_CE6444_c	C22H31O6		-1	bigg:CE6444;bigg:M_CE6444
MNXM163684	5,6-epoxy,18R-HEPE	M_CE7110_c;M_CE7110_n	C20H27O4		-1	bigg:CE7110;bigg:M_CE7110;hmdb:HMDB62410
MNXM163687	5-HEPE; 5-hydroxyeicosapentaenoate	M_CE7085_c;M_CE7085_x	C20H29O3		-1	bigg:CE7085;bigg:M_CE7085
MNXM163691	5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol	M_CE1273_c;M_CE1273_r	C27H48O5		0	bigg:CE1273;bigg:M_CE1273
MNXM163692	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	M_CE4874_c;M_CE4874_m	C27H48O5		0	bigg:CE4874;bigg:M_CE4874
MNXM163695	6,7-dihydro-5-oxo-leukotriene B4	M_CE5179_c;M_CE5179_r	C20H31O4		-1	bigg:CE5179;bigg:M_CE5179
MNXM163697	7-hydroperoxy-H4-neuroprostane	M_CE6445_c	C22H31O6		-1	bigg:CE6445;bigg:M_CE6445
MNXM163728	Adipic acid; hexane-1,6-dioic acid	M_adpac_c;M_adpac_x	C6H8O4		-2	bigg:M_adpac;bigg:adpac
MNXM163732	Alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-); GM3	M_gm3_cho_g	C41H72N2O20RCO		-1	bigg:M_gm3_cho;bigg:gm3_cho
MNXM163754	ApoA1	M_HC00004_c;M_HC00004_e;M_HC00004_r	X		0	bigg:HC00004;bigg:M_HC00004
MNXM163759	Benzo[a]pyrene-2,3-diol	M_CN0009_c;M_CN0009_r;M_CN0009_x	X		0	bigg:CN0009;bigg:M_CN0009
MNXM163760	Benzo[a]pyrene-4,5-diol	M_CN0010_c;M_CN0010_r;M_CN0010_x	X		0	bigg:CN0010;bigg:M_CN0010
MNXM163761	Benzo[a]pyrene-9,10-diol	M_CN0011_c;M_CN0011_r;M_CN0011_x	X		0	bigg:CN0011;bigg:M_CN0011
MNXM163763	Beta GalNAc globoside	M_acgbgbside_cho_c;M_acgbgbside_cho_g;M_acgbgbside_cho_l	C52H92N3O27RCO		0	bigg:M_acgbgbside_cho;bigg:acgbgbside_cho
MNXM163776	Cholesterol-ester-arach	M_HC02027_l;M_HC02027_r	C47H76O2		0	bigg:HC02027;bigg:M_HC02027
MNXM163777	Cholesterol-ester-lin	M_HC02024_l;M_HC02024_r	C45H76O2		0	bigg:HC02024;bigg:M_HC02024
MNXM163778	Cholesterol-ester-ol	M_HC02023_l;M_HC02023_r	C45H78O2		0	bigg:HC02023;bigg:M_HC02023
MNXM163779	Cholesterol-ester-palm	M_HC02020_l;M_HC02020_r	C43H76O2		0	bigg:HC02020;bigg:M_HC02020
MNXM163780	Chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))	M_cs_cho_linkage_g	C23H36O20X		-1	bigg:M_cs_cho_linkage;bigg:cs_cho_linkage
MNXM163795	Dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)	M_m2gacpail_cho_r	C43H78NO24PRCO2R2CO2		0	bigg:M_m2gacpail_cho;bigg:m2gacpail_cho
MNXM163811	Fnm2masn	M_fnm2masn_g	X		0	bigg:M_fnm2masn;bigg:fnm2masn
MNXM163812	Gal-Gal-Gal-Gal-Gal-Glc-Cer	M_galgalgalthcrm_cho_c;M_galgalgalthcrm_cho_e;M_galgalgalthcrm_cho_g	C54H96NO32RCO		0	bigg:M_galgalgalthcrm_cho;bigg:galgalgalthcrm_cho
MNXM163817	Glucosaminyl-acylphosphatidylinositol	M_gacpail_cho_c;M_gacpail_cho_r	C31H58NO14PRCO2R2CO2		0	bigg:M_gacpail_cho;bigg:gacpail_cho
MNXM163838	L3fn3m2masn	M_l3fn3m2masn_g	X		0	bigg:M_l3fn3m2masn;bigg:l3fn3m2masn
MNXM163839	L3n3m2masn	M_l3n3m2masn_g	X		0	bigg:M_l3n3m2masn;bigg:l3n3m2masn
MNXM163840	Lactose-6P	M_HC01441_e	C12H21O14P		0	bigg:HC01441;bigg:M_HC01441;deprecated:MNXM148046;metacyc:LACTOSE-6P
MNXM163844	Malonate; propanedioate	M_HC00319_c;M_HC00319_m	C3H2O4		-2	bigg:HC00319;bigg:M_HC00319
MNXM163845	Mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)	M_m_em_3gacpail_cho_r;M_m_em_3gacpail_r	C61H116N4O43P4RCO2R2CO2		0	bigg:M_m_em_3gacpail;bigg:M_m_em_3gacpail_cho;bigg:m_em_3gacpail;bigg:m_em_3gacpail_cho
MNXM163846	Mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)	M_mgacpail_cho_r	C37H68NO19PRCO2R2CO2		0	bigg:M_mgacpail_cho;bigg:mgacpail_cho
MNXM163855	N-acetyl-seryl-aspartyl-lysyl-proline	M_CE5867_c;M_CE5867_e	C20H32N5O9		-1	bigg:CE5867;bigg:M_CE5867
MNXM163885	Phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6')	M_em3gacpail_cho_r	C51H94N2O32P2RCO2R2CO2		0	bigg:M_em3gacpail_cho;bigg:em3gacpail_cho
MNXM163895	Sedoheptulose 1,7-bisphosphate(4-)	M_HC00361_c	C7H12O13P2		-4	bigg:HC00361;bigg:M_HC00361
MNXM163903	Tiglyl carnitine; (E)-2-methylbut-2-enoyl carnitin	M_c51crn_c;M_c51crn_e	C12H21NO4		0	bigg:M_c51crn;bigg:c51crn
MNXM163905	Trans-eicos-2-enoyl-CoA	M_CE2243_c	C41H68N7O17P3S		-4	bigg:CE2243;bigg:M_CE2243;sabiork:23434
MNXM163909	Trimannosyl-glucosaminyl-acylphosphatidylinositol (H4)	M_m3gacpail_cho_r	C49H88NO29PRCO2R2CO2		0	bigg:M_m3gacpail_cho;bigg:m3gacpail_cho
MNXM163910	Triodthysuf	M_triodthysuf_c;M_triodthysuf_e	C15H11I3NO7S		-1	bigg:M_triodthysuf;bigg:triodthysuf
MNXM163916	W-hydroxydecanoicacid	M_omhdecacid_c;M_omhdecacid_r	C10H19O3		-1	bigg:M_omhdecacid;bigg:omhdecacid
MNXM163965	(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA	M_CE4840_c	C41H66N7O18P3S		-4	bigg:CE4840;bigg:M_CE4840;hmdb:HMDB60189
MNXM163974	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	M_g3m8mpdol_r	C183H302N2O77P2		-2	bigg:M_g3m8mpdol;bigg:g3m8mpdol
MNXM163978	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1	M_acgalfuc12gal14acglcgalgluside_cho_g	C58H102N3O31RCO		0	bigg:M_acgalfuc12gal14acglcgalgluside_cho;bigg:acgalfuc12gal14acglcgalgluside_cho
MNXM163979	(Gal)3(Glc)1(GlcNAc)2(LFuc)2(Cer)1	M_fucfucgalacglcgal14acglcgalgluside_cho_g				bigg:M_fucfucgalacglcgal14acglcgalgluside_cho;bigg:fucfucgalacglcgal14acglcgalgluside_cho;seed:cpd21566
MNXM163980	(Gal)3(Glc)1(GlcNAc)3(Cer)1	M_acglcgalacglcgal14acglcgalgluside_cho_g				bigg:M_acglcgalacglcgal14acglcgalgluside_cho;bigg:acglcgalacglcgal14acglcgalgluside_cho;seed:cpd21563
MNXM163981	(Gal)4(GalNAc)1(Glc)1(GlcNAc)2(LFuc)1(Cer)1	M_galacgalfucgalacglcgal14acglcgalgluside_cho_g				bigg:M_galacgalfucgalacglcgal14acglcgalgluside_cho;bigg:galacgalfucgalacglcgal14acglcgalgluside_cho;seed:cpd21559
MNXM163982	(Gal)4(GalNAc)1(Glc)1(GlcNAc)2(LFuc)2(Cer)1	M_fucgalacgalfucgalacglcgal14acglcgalgluside_cho_g				bigg:M_fucgalacgalfucgalacglcgal14acglcgalgluside_cho;bigg:fucgalacgalfucgalacglcgal14acglcgalgluside_cho;seed:cpd21560
MNXM163983	(Gal)4(Glc)1(GlcNAc)3(LFuc)1(Cer)1	M_fucgalacglc13galacglcgal14acglcgalgluside_cho_g				bigg:M_fucgalacglc13galacglcgal14acglcgalgluside_cho;bigg:fucgalacglc13galacglcgal14acglcgalgluside_cho;seed:cpd21569
MNXM163986	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol	M_em2emgacpail_prot_cho_r	C53H100N3O35P3RCO2R2CO2X		0	bigg:M_em2emgacpail_prot_cho;bigg:em2emgacpail_prot_cho
MNXM163987	(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')	M_emem2gacpail_cho_r	C53H100N3O35P3RCO2R2CO2		0	bigg:M_emem2gacpail_cho;bigg:emem2gacpail_cho
MNXM164	4-hydroxybenzoate	M_4hbz_c;M_4hbz_m	C7H5O3	137.1133	-1	chebi:12003;chebi:17879;chebi:1858;chebi:20397;chebi:20398;chebi:30763;chebi:44949;bigg:4hbz;bigg:M_4hbz;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/9e05c7cc-e1b3-46a4-93ce-785c0dc04bfa;hmdb:HMDB00500;kegg:C00156;metacyc:4-hydroxybenzoate;reactome:2162213;sabiork:1951;seed:cpd00136
MNXM164011	(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)	M_m3emgacpail_cho_r	C57H104N2O37P2RCO2R2CO2		0	bigg:M_m3emgacpail_cho;bigg:m3emgacpail_cho
MNXM164013	1 acyl phosphoglycerol	M_1glyc_cho_e	C6H13O7PRCO2		-1	bigg:1glyc_cho;bigg:M_1glyc_cho
MNXM164030	1-alkyl 2-acylglycerol 3-phosphocholine	M_ak2gchol_cho_c	C10H20O5NPRR2CO		0	bigg:M_ak2gchol_cho;bigg:ak2gchol_cho
MNXM164031	1-alkyl 2-acylglycerol 3-phosphoethanolamine	M_ak2gpe_cho_c	C7H16O5NPRR2CO		0	bigg:M_ak2gpe_cho;bigg:ak2gpe_cho
